	Unnamed: 0	0	query	triples
2852	2852	James Garner had a role in the 2004 romantic drama directed by whom?	James Garner had a role in the 2004 romantic drama directed by whom?	"{""named_entities"": [""James Garner"", ""2004"", ""romantic drama""]}"
2853	2853	John Stark Regional High School serves the community in which New Hampshire county?	John Stark Regional High School serves the community in which New Hampshire county?	"{""named_entities"": [""John Stark Regional High School"", ""New Hampshire""]}"
2854	2854	Where was the builder of the Hyundai Stellar located?	Where was the builder of the Hyundai Stellar located?	"{""named_entities"": [""Hyundai Stellar""]}"
2855	2855	What is the Latin phrase that describes Pope Julius II's efforts to remove Pope Alexander VI's name from the records?	What is the Latin phrase that describes Pope Julius II's efforts to remove Pope Alexander VI's name from the records?	"{""named_entities"": [""Latin"", ""Pope Julius II"", ""Pope Alexander VI""]}"
2856	2856	Which formed first, Fireflight or Dirty Three?	Which formed first, Fireflight or Dirty Three?	"{""named_entities"": [""Fireflight"", ""Dirty Three""]}"
2857	2857	When was one of the science fiction survival horror video game released for who's title Frictional Games AB was famous for?	When was one of the science fiction survival horror video game released for who's title Frictional Games AB was famous for?	"{""named_entities"": [""Frictional Games AB""]}"
2858	2858	Deyemi Okanlawon was in a music viideo by a Nigerian rapper who began his career with what group?	Deyemi Okanlawon was in a music viideo by a Nigerian rapper who began his career with what group?	"{""named_entities"": [""Deyemi Okanlawon"", ""Nigerian"", ""rapper""]}"
2859	2859	David Lightfoot worked on what film loosely based on the murders of tourists by Ivan Milat in the 1990's?	David Lightfoot worked on what film loosely based on the murders of tourists by Ivan Milat in the 1990's?	"{""named_entities"": [""David Lightfoot"", ""Ivan Milat""]}"
2860	2860	What album was released by 1948-born French composer in 1998?	What album was released by 1948-born French composer in 1998?	"{""named_entities"": [""1948-born French composer"", ""1998""]}"
2861	2861	"The Look of Love"" is a popular song which appeared in the 1967 spoof James Bond film ""Casino Royale"", a film based on the novel of the same name by which author?"	"The Look of Love"" is a popular song which appeared in the 1967 spoof James Bond film ""Casino Royale"", a film based on the novel of the same name by which author?"	"{""named_entities"": [""The Look of Love"", ""1967"", ""James Bond"", ""Casino Royale""]}"
2862	2862	Who was the last king of the Shahiya?	Who was the last king of the Shahiya?	"{""named_entities"": [""Shahiya""]}"
2863	2863	A Hand Is on the Gate marked the Broadway directorial debut of what American actor who resisted playing stereotypically black roles?	A Hand Is on the Gate marked the Broadway directorial debut of what American actor who resisted playing stereotypically black roles?	"{""named_entities"": [""A Hand Is on the Gate"", ""Broadway"", ""American"", ""actor""]}"
2864	2864	Paul Ziert recruited what two time gold medalist in gymnastics?	Paul Ziert recruited what two time gold medalist in gymnastics?	"{""named_entities"": [""Paul Ziert"", ""gold medalist"", ""gymnastics""]}"
2865	2865	"Erik Marcisak was named one of Top Ten ""Comedy Best Bets"" by a brand with special focus on what ?"	"Erik Marcisak was named one of Top Ten ""Comedy Best Bets"" by a brand with special focus on what ?"	"{""named_entities"": [""Erik Marcisak"", ""Top Ten"", ""Comedy Best Bets""]}"
2866	2866	What was the first year a scientific journal published by an organization located in the Bronx was published?	What was the first year a scientific journal published by an organization located in the Bronx was published?	"{""named_entities"": [""Bronx""]}"
2867	2867	WLMW is licensed to a city in which county?	WLMW is licensed to a city in which county?	"{""named_entities"": [""WLMW""]}"
2868	2868	Were both Sinclair Research and the Wave Mate Bullet founded in the 1970s?	Were both Sinclair Research and the Wave Mate Bullet founded in the 1970s?	"{""named_entities"": [""Sinclair Research"", ""Wave Mate Bullet"", ""1970s""]}"
2869	2869	Gül Mosque and Hippodrome of Constantinople are both located where?	Gül Mosque and Hippodrome of Constantinople are both located where?	"{""named_entities"": [""Gül Mosque"", ""Hippodrome of Constantinople""]}"
2870	2870	In which county is this site located where Operation Buster–Jangle was conducted?	In which county is this site located where Operation Buster–Jangle was conducted?	"{""named_entities"": [""Operation Buster–Jangle""]}"
2871	2871	Who animated the TV anime adaptation of Dies irae?	Who animated the TV anime adaptation of Dies irae?	"{""named_entities"": [""Dies irae""]}"
2872	2872	The city in which the Disney Resort & Spa, Aulani is located in, is colloquially known as what?	The city in which the Disney Resort & Spa, Aulani is located in, is colloquially known as what?	"{""named_entities"": [""Disney Resort & Spa, Aulani""]}"
2873	2873	In which state was both Rex Gene Foods and Foodtown located in?	In which state was both Rex Gene Foods and Foodtown located in?	"{""named_entities"": [""Rex Gene Foods"", ""Foodtown""]}"
2874	2874	What continents are the Moneuptychia found in?	What continents are the Moneuptychia found in?	"{""named_entities"": [""Moneuptychia""]}"
2875	2875	When did Gemma Ortega's Holocaust novel translation first receive best selling book of the year in Spain?	When did Gemma Ortega's Holocaust novel translation first receive best selling book of the year in Spain?	"{""named_entities"": [""Gemma Ortega"", ""Holocaust"", ""Spain""]}"
2876	2876	Who is the Chief Executive Officer of the corporation that owns Space Dev?	Who is the Chief Executive Officer of the corporation that owns Space Dev?	"{""named_entities"": [""Chief Executive Officer"", ""Space Dev""]}"
2877	2877	Baadshah is an Indian action comedy film that was inspired by what Hong Kong action movie starring Jackie Chan and Richard Norton?	Baadshah is an Indian action comedy film that was inspired by what Hong Kong action movie starring Jackie Chan and Richard Norton?	"{""named_entities"": [""Baadshah"", ""Indian"", ""Jackie Chan"", ""Richard Norton"", ""Hong Kong""]}"
2878	2878	Ai-Ling Lee is a Singaporean sound editor who worked on a  biographical survival drama film directed by who?	Ai-Ling Lee is a Singaporean sound editor who worked on a  biographical survival drama film directed by who?	"{""named_entities"": [""Ai-Ling Lee"", ""Singaporean"", ""biographical survival drama film""]}"
2879	2879	"Grown-Ups starred the actor who was best known for which role on  ""'Allo 'Allo!""?"	"Grown-Ups starred the actor who was best known for which role on  ""'Allo 'Allo!""?"	"{""named_entities"": [""Grown-Ups"", ""'Allo 'Allo!""]}"
2880	2880	Hermann Wilhelm Göring was a veteran fighter pilot in a war that ended in what year?	Hermann Wilhelm Göring was a veteran fighter pilot in a war that ended in what year?	"{""named_entities"": [""Hermann Wilhelm Göring""]}"
2881	2881	Who is the father of the king that defeated the The forces of Olaf and Constantine	Who is the father of the king that defeated the The forces of Olaf and Constantine	"{""named_entities"": [""Olaf"", ""Constantine""]}"
2882	2882	In which year was this historic diner in Albany, New York built, which also was a filming location for major portions of Ironweed?	In which year was this historic diner in Albany, New York built, which also was a filming location for major portions of Ironweed?	"{""named_entities"": [""Albany, New York"", ""Ironweed""]}"
2883	2883	In whose government did the original owner of Heythrop Park come to prominence?  	In whose government did the original owner of Heythrop Park come to prominence?  	"{""named_entities"": [""Heythrop Park""]}"
2884	2884	Who was one of the first religious sceptics’ best disciple?	Who was one of the first religious sceptics’ best disciple?	"{""named_entities"": [""religious sceptics""]}"
2885	2885	Which one between Milium and Eucommia lives more widely spread across the world?	Which one between Milium and Eucommia lives more widely spread across the world?	"{""named_entities"": [""Milium"", ""Eucommia""]}"
2886	2886	Are both Forman Christian College and Purbanchal University public schools?	Are both Forman Christian College and Purbanchal University public schools?	"{""named_entities"": [""Forman Christian College"", ""Purbanchal University""]}"
2887	2887	The boxer that defeated Oliver Lavigilante in the 2012 Summer Olympics is of what nationality?	The boxer that defeated Oliver Lavigilante in the 2012 Summer Olympics is of what nationality?	"{""named_entities"": [""Oliver Lavigilante"", ""2012 Summer Olympics""]}"
2888	2888	What other method of extending an ice hockey game exists other than the one used in the 1932 Allan Cup?	What other method of extending an ice hockey game exists other than the one used in the 1932 Allan Cup?	"{""named_entities"": [""1932 Allan Cup"", ""ice hockey game""]}"
2889	2889	Who directed the animated series which featured an American comedy writer as the voice of Lucy?	Who directed the animated series which featured an American comedy writer as the voice of Lucy?	"{""named_entities"": [""American"", ""Lucy""]}"
2890	2890	What is one of the most successful retro-clones that is no longer supported by Wizards of the Coast?	What is one of the most successful retro-clones that is no longer supported by Wizards of the Coast?	"{""named_entities"": [""Wizards of the Coast""]}"
2891	2891	"The player also known as  ""O Fenômeno"" is responsible for popularized a soccer move first reported to be used by what player?"	"The player also known as  ""O Fenômeno"" is responsible for popularized a soccer move first reported to be used by what player?"	"{""named_entities"": [""O Fenômeno""]}"
2892	2892	The constituency which is represented by the 2015 elected Minister for Universities and Science is represented in what wing of the UK parliament?	The constituency which is represented by the 2015 elected Minister for Universities and Science is represented in what wing of the UK parliament?	"{""named_entities"": [""2015"", ""Minister for Universities and Science"", ""UK parliament""]}"
